candidate_id,constituency_name,constituency_no,district_name,candidate_name,party_name,party_code,alliance,gender,age,education,criminal_cases,serious_cases,assets_declared,liabilities,votes_received,vote_share_pct,winner,margin,deposit_forfeited,source_url
29512,GUMMIDIPUNDI,1,TIRUVALLUR,Sudhakar.V,AIADMK,AIADMK,,M,40,12th Grade (HSC / +2),0,0,56200000,,,,False,,False,
29515,GUMMIDIPUNDI,1,TIRUVALLUR,Sdk Sankar,AJPK,AJPK,,M,46,Bachelor's Degree,0,0,,,,,False,,False,
29513,GUMMIDIPUNDI,1,TIRUVALLUR,M.Jagadeesan,BSP,BSP,OTHERS,M,34,Bachelor's Degree,0,0,1240000,,,,False,,False,
29511,GUMMIDIPUNDI,1,TIRUVALLUR,T.J.Govindarajan,DMK,DMK,INDIA,M,65,10th Grade (SSLC),0,0,75700000,,,,False,,False,
29521,GUMMIDIPUNDI,1,TIRUVALLUR,A.H.Siva Ganesh,IND,IND,NONE,M,43,Master's Degree,0,0,68000000,,,,False,,False,
29524,GUMMIDIPUNDI,1,TIRUVALLUR,D.Dinesh,IND,IND,NONE,M,42,Master's Degree,0,0,26200000,,,,False,,False,
29522,GUMMIDIPUNDI,1,TIRUVALLUR,D.Sudhakar,IND,IND,NONE,M,35,5th Grade,0,0,521,,,,False,,False,
29525,GUMMIDIPUNDI,1,TIRUVALLUR,G.Ranjith,IND,IND,NONE,M,25,Bachelor's Degree,0,0,467000,,,,False,,False,
29519,GUMMIDIPUNDI,1,TIRUVALLUR,Gopal.K,IND,IND,NONE,M,63,10th Grade (SSLC),0,0,7162000,,,,False,,False,
29518,GUMMIDIPUNDI,1,TIRUVALLUR,M.Kumaran,IND,IND,NONE,M,44,Bachelor's Degree,0,0,235000,,,,False,,False,
29520,GUMMIDIPUNDI,1,TIRUVALLUR,T.Govindan,IND,IND,NONE,M,43,10th Grade (SSLC),0,0,1746000,,,,False,,False,
29523,GUMMIDIPUNDI,1,TIRUVALLUR,V.Sudhakar,IND,IND,NONE,M,40,8th Grade,0,0,35400,,,,False,,False,
29514,GUMMIDIPUNDI,1,TIRUVALLUR,R.Sridar. B.L,NTK,NTK,NTK,M,54,Bachelor's Degree,0,0,11000000,,,,False,,False,
29517,GUMMIDIPUNDI,1,TIRUVALLUR,S.Vijayakumar,Tamilaga Vettri Kazhagam,TVK,TVK,M,56,Bachelor's Degree,0,0,11500000,,,,False,,False,
29516,GUMMIDIPUNDI,1,TIRUVALLUR,K.Chandra Sekar,VTVTK,VTVTK,,M,51,Not Specified,0,0,606000,,,,False,,False,
29528,PONNERI,2,TIRUVALLUR,Balaraman.P,AIADMK,AIADMK,,M,64,Master's Degree,0,0,18900000,,,,False,,False,
29527,PONNERI,2,TIRUVALLUR,Santhoshkumar.J,BSP,BSP,OTHERS,M,46,Master's Degree,0,0,2265000,,,,False,,False,
29530,PONNERI,2,TIRUVALLUR,Ashok Priyadarshan,DMSK,DMSK,OTHERS,M,47,Master's Degree,0,0,30000,,,,False,,False,
29526,PONNERI,2,TIRUVALLUR,Durai Chandrasekar,INC,INC,INDIA,M,53,Bachelor's Degree,0,0,14200000,,,,False,,False,
29536,PONNERI,2,TIRUVALLUR,Barathiraja.K,IND,IND,NONE,M,39,10th Grade (SSLC),0,0,757000,,,,False,,False,
29535,PONNERI,2,TIRUVALLUR,Nagaiyan.G,IND,IND,NONE,M,48,10th Grade (SSLC),0,0,5172000,,,,False,,False,
29537,PONNERI,2,TIRUVALLUR,Rajasekar.J,IND,IND,NONE,M,36,Bachelor's Degree,0,0,339000,,,,False,,False,
29538,PONNERI,2,TIRUVALLUR,Venkatesan.S,IND,IND,NONE,M,43,Not Specified,0,0,4338,,,,False,,False,
29529,PONNERI,2,TIRUVALLUR,Rajathi.M,NTK,NTK,NTK,F,34,Bachelor's Degree,0,0,1600000,,,,False,,False,
29532,PONNERI,2,TIRUVALLUR,Kotteeswaran. K,TAVK,TAVK,OTHERS,M,44,10th Grade (SSLC),0,0,44370,,,,False,,False,
29533,PONNERI,2,TIRUVALLUR,Malathi.S,TMMK,TMMK,OTHERS,F,28,12th Grade (HSC / +2),0,0,725000,,,,False,,False,
29534,PONNERI,2,TIRUVALLUR,Dr.Ravi.M.S,Tamilaga Vettri Kazhagam,TVK,TVK,M,67,Not Specified,0,0,50400000,,,,False,,False,
29531,PONNERI,2,TIRUVALLUR,Raja.S,VBA,VBA,,M,46,Doctorate (Ph.D / MD),0,0,6971000,,,,False,,False,
29539,TIRUTTANI,3,TIRUVALLUR,G.Hari,AIADMK,AIADMK,,M,65,Master's Degree,0,0,7753000,,,,False,,False,
29542,TIRUTTANI,3,TIRUVALLUR,Muthuraj.G,BSP,BSP,OTHERS,M,56,Not Specified,0,0,21200,,,,False,,False,
29540,TIRUTTANI,3,TIRUVALLUR,D.Krishnamurthy,DMDK,DMDK,NDA,M,63,10th Grade (SSLC),0,0,42700000,,,,False,,False,
29550,TIRUTTANI,3,TIRUVALLUR,Dr.A.V.Narendran,IND,IND,NONE,M,43,Not Specified,0,0,1620000,,,,False,,False,
29551,TIRUTTANI,3,TIRUVALLUR,Jambu.B,IND,IND,NONE,M,35,Bachelor's Degree,0,0,25000,,,,False,,False,
29547,TIRUTTANI,3,TIRUVALLUR,Krishnamoorthy.D,IND,IND,NONE,M,45,12th Grade (HSC / +2),0,0,2004,,,,False,,False,
29546,TIRUTTANI,3,TIRUVALLUR,Krishnamoorthy.K,IND,IND,NONE,M,29,Not Specified,0,0,773,,,,False,,False,
29548,TIRUTTANI,3,TIRUVALLUR,Krishnamoorthy.M,IND,IND,NONE,M,52,Bachelor's Degree,0,0,1521,,,,False,,False,
29549,TIRUTTANI,3,TIRUVALLUR,Shettu.S,IND,IND,NONE,M,57,Bachelor's Degree,0,0,50000,,,,False,,False,
29541,TIRUTTANI,3,TIRUVALLUR,Chandran .S.S,NTK,NTK,NTK,M,27,Bachelor's Degree,0,0,7801000,,,,False,,False,
29545,TIRUTTANI,3,TIRUVALLUR,Pavendhan.Y.R,TAVK,TAVK,OTHERS,M,47,Master's Degree,0,0,30000,,,,False,,False,
29544,TIRUTTANI,3,TIRUVALLUR,Balaji.A,TK,TK,,M,37,Bachelor's Degree,0,0,208000,,,,False,,False,
29543,TIRUTTANI,3,TIRUVALLUR,M.Sathya Kumar,Tamilaga Vettri Kazhagam,TVK,TVK,M,38,Not Specified,0,0,43400000,,,,False,,False,
29554,THIRUVALLUR,4,TIRUVALLUR,Be Vee Ramanah,AIADMK,AIADMK,,M,58,Not Specified,0,0,68400000,,,,False,,False,
29559,THIRUVALLUR,4,TIRUVALLUR,N.Venkatesan,AJPK,AJPK,,M,50,Bachelor's Degree,0,0,6617000,,,,False,,False,
29555,THIRUVALLUR,4,TIRUVALLUR,B.Rajesh Kumar,BSP,BSP,OTHERS,M,42,Bachelor's Degree,0,0,100000,,,,False,,False,
29552,THIRUVALLUR,4,TIRUVALLUR,V.G.Raajendran,DMK,DMK,INDIA,M,58,Diploma / ITI,0,0,1272100000,,,,False,,False,
29560,THIRUVALLUR,4,TIRUVALLUR,E.Kothandan,IND,IND,NONE,M,38,Master's Degree,0,0,228000,,,,False,,False,
29564,THIRUVALLUR,4,TIRUVALLUR,G.Rajendiran,IND,IND,NONE,M,59,Master's Degree,0,0,639000,,,,False,,False,
29562,THIRUVALLUR,4,TIRUVALLUR,N.Balakrishnan,IND,IND,NONE,M,49,8th Grade,0,0,724000,,,,False,,False,
29561,THIRUVALLUR,4,TIRUVALLUR,N.Nagendrababu,IND,IND,NONE,M,30,Bachelor's Degree,0,0,4509000,,,,False,,False,
29563,THIRUVALLUR,4,TIRUVALLUR,R.Ramanan,IND,IND,NONE,M,56,HSE,0,0,1890000,,,,False,,False,
29565,THIRUVALLUR,4,TIRUVALLUR,S.Rajendran,IND,IND,NONE,M,62,5th Grade,0,0,816000,,,,False,,False,
29553,THIRUVALLUR,4,TIRUVALLUR,K.Senthilkumar,NTK,NTK,NTK,M,47,9th Grade,0,0,13500,,,,False,,False,
29557,THIRUVALLUR,4,TIRUVALLUR,E.Mani,RPI (A),RPI (A),,M,68,Master's Degree,0,0,41247,,,,False,,False,
29558,THIRUVALLUR,4,TIRUVALLUR,E.Rajarathinam,TAVK,TAVK,OTHERS,M,45,Not Specified,0,0,,,,,False,,False,
29556,THIRUVALLUR,4,TIRUVALLUR,Dr. T.Arunkumar,Tamilaga Vettri Kazhagam,TVK,TVK,M,49,Master's Degree,0,0,10900000,,,,False,,False,
29569,POONAMALLEE,5,TIRUVALLUR,Elumalai.T.A,AMMK,AMMK,OTHERS,M,62,Bachelor's Degree,0,0,8172000,,,,False,,False,
29568,POONAMALLEE,5,TIRUVALLUR,Rajasekaran.K,BSP,BSP,OTHERS,M,33,12th Grade (HSC / +2),0,0,611000,,,,False,,False,
29566,POONAMALLEE,5,TIRUVALLUR,Krishnaswamy.A,DMK,DMK,INDIA,M,60,Bachelor's Degree,0,0,102500000,,,,False,,False,
29572,POONAMALLEE,5,TIRUVALLUR,Dhasarathan.R,IND,IND,NONE,M,58,6th Grade,0,0,26030,,,,False,,False,
29576,POONAMALLEE,5,TIRUVALLUR,Dr.Jayanthi.R,IND,IND,NONE,F,50,Doctorate (Ph.D / MD),0,0,1095000,,,,False,,False,
29573,POONAMALLEE,5,TIRUVALLUR,Purushothaman.B,IND,IND,NONE,M,56,10th Grade (SSLC),0,0,16600,,,,False,,False,
29574,POONAMALLEE,5,TIRUVALLUR,Ravikumar.M,IND,IND,NONE,M,37,9th Grade,0,0,370000,,,,False,,False,
29571,POONAMALLEE,5,TIRUVALLUR,Sivakumar.S,IND,IND,NONE,M,56,Bachelor's Degree,0,0,41000,,,,False,,False,
29575,POONAMALLEE,5,TIRUVALLUR,Velu.S,IND,IND,NONE,M,49,Bachelor's Degree,0,0,41555,,,,False,,False,
29567,POONAMALLEE,5,TIRUVALLUR,Mekala.J,NTK,NTK,NTK,F,45,Not Specified,0,0,753000,,,,False,,False,
29570,POONAMALLEE,5,TIRUVALLUR,Prakasam.R,Tamilaga Vettri Kazhagam,TVK,TVK,M,44,10th Grade (SSLC),0,0,75000,,,,False,,False,
29582,AVADI,6,TIRUVALLUR,C.S.Karnan,ACDP,ACDP,,M,70,Not Specified,0,0,,,,,False,,False,
29584,AVADI,6,TIRUVALLUR,R.Bakthavatchalam,AIPTMMK,AIPTMMK,,M,39,12th Grade (HSC / +2),0,0,,,,,False,,False,
29583,AVADI,6,TIRUVALLUR,Senthilkumar. S,APTADMK,APTADMK,,M,51,Diploma / ITI,0,0,30000,,,,False,,False,
29580,AVADI,6,TIRUVALLUR,Rajasimha Mahendra,BJP,BJP,NDA,M,49,12th Grade (HSC / +2),0,0,5944000,,,,False,,False,
29577,AVADI,6,TIRUVALLUR,S.Charles,BSP,BSP,OTHERS,M,45,12th Grade (HSC / +2),0,0,73000,,,,False,,False,
29578,AVADI,6,TIRUVALLUR,S.M.Nasar,DMK,DMK,INDIA,M,66,10th Grade (SSLC),0,0,20800000,,,,False,,False,
29588,AVADI,6,TIRUVALLUR,G.D.Arunkumar,IND,IND,NONE,M,30,Bachelor's Degree,0,0,667000,,,,False,,False,
29587,AVADI,6,TIRUVALLUR,K.Annamalai,IND,IND,NONE,M,52,10th Grade (SSLC),0,0,720000,,,,False,,False,
29593,AVADI,6,TIRUVALLUR,K.Balakrishnan,IND,IND,NONE,M,47,Bachelor's Degree,0,0,153000,,,,False,,False,
29589,AVADI,6,TIRUVALLUR,M.Erajasimman,IND,IND,NONE,M,42,Bachelor's Degree,0,0,842000,,,,False,,False,
29592,AVADI,6,TIRUVALLUR,P.Chellapandian,IND,IND,NONE,M,58,Bachelor's Degree,0,0,573000,,,,False,,False,
29590,AVADI,6,TIRUVALLUR,R.Kumar,IND,IND,NONE,M,49,Not Specified,0,0,1219000,,,,False,,False,
29594,AVADI,6,TIRUVALLUR,R.Manikandan,IND,IND,NONE,M,34,Master's Degree,0,0,648000,,,,False,,False,
29596,AVADI,6,TIRUVALLUR,Rajasekar. R,IND,IND,NONE,M,27,Bachelor's Degree,0,0,651000,,,,False,,False,
29591,AVADI,6,TIRUVALLUR,S.Senthilkumar,IND,IND,NONE,M,48,Bachelor's Degree,0,0,2687000,,,,False,,False,
29595,AVADI,6,TIRUVALLUR,Uniesh Raj. M,IND,IND,NONE,M,29,Master's Degree,0,0,762000,,,,False,,False,
29579,AVADI,6,TIRUVALLUR,Punitha Shanmugam,NTK,NTK,NTK,F,32,Doctorate (Ph.D / MD),0,0,1239000,,,,False,,False,
29586,AVADI,6,TIRUVALLUR,P.Jayakumar,SMNK,SMNK,,M,50,Not Specified,0,0,3347000,,,,False,,False,
29581,AVADI,6,TIRUVALLUR,R.Edmund Jayendren,TAVK,TAVK,OTHERS,M,53,Bachelor's Degree,0,0,13100000,,,,False,,False,
29585,AVADI,6,TIRUVALLUR,R.Ramesh Kumar,Tamilaga Vettri Kazhagam,TVK,TVK,M,60,Bachelor's Degree,0,0,27900000,,,,False,,False,
29598,MADURAVOYAL,7,TIRUVALLUR,P.Benjamin,AIADMK,AIADMK,,M,56,Bachelor's Degree,0,0,20000000,,,,False,,False,
29605,MADURAVOYAL,7,TIRUVALLUR,J.Venkatesan,AIPTMMK,AIPTMMK,,M,51,10th Grade (SSLC),0,0,1340000,,,,False,,False,
29601,MADURAVOYAL,7,TIRUVALLUR,Muthuraman. S,AMGRDMAK,AMGRDMAK,,M,57,12th Grade (HSC / +2),0,0,1950000,,,,False,,False,
29597,MADURAVOYAL,7,TIRUVALLUR,Ganapathy. K,DMK,DMK,INDIA,M,67,8th Grade,0,0,1066000,,,,False,,False,
29606,MADURAVOYAL,7,TIRUVALLUR,D.Anandan,IND,IND,NONE,M,52,Bachelor's Degree,0,0,1147000,,,,False,,False,
29607,MADURAVOYAL,7,TIRUVALLUR,K.Ganapathy,IND,IND,NONE,M,39,9th Grade,0,0,,,,,False,,False,
29611,MADURAVOYAL,7,TIRUVALLUR,M.Balasubramanian,IND,IND,NONE,M,50,Master's Degree,0,0,7254000,,,,False,,False,
29617,MADURAVOYAL,7,TIRUVALLUR,M.James,IND,IND,NONE,M,59,10th Grade (SSLC),0,0,263000,,,,False,,False,
29614,MADURAVOYAL,7,TIRUVALLUR,N.A.Mani,IND,IND,NONE,M,30,Bachelor's Degree,0,0,1636000,,,,False,,False,
29613,MADURAVOYAL,7,TIRUVALLUR,Ponmuthu Ramesh,IND,IND,NONE,M,62,9th Grade,0,0,14729,,,,False,,False,
29610,MADURAVOYAL,7,TIRUVALLUR,R.Siva,IND,IND,NONE,M,34,Not Specified,0,0,,,,,False,,False,
29615,MADURAVOYAL,7,TIRUVALLUR,R.Yuvaraj,IND,IND,NONE,M,27,Bachelor's Degree,0,0,26092,,,,False,,False,
29612,MADURAVOYAL,7,TIRUVALLUR,S.Benjamin Moses,IND,IND,NONE,M,38,Master's Degree,0,0,10000,,,,False,,False,
29609,MADURAVOYAL,7,TIRUVALLUR,Saravanan Kumar,IND,IND,NONE,M,39,Doctorate (Ph.D / MD),0,0,31700000,,,,False,,False,
29608,MADURAVOYAL,7,TIRUVALLUR,V.Kamala Kannan,IND,IND,NONE,M,36,8th Grade,0,0,241000,,,,False,,False,
29616,MADURAVOYAL,7,TIRUVALLUR,Vignesh Nandagopal,IND,IND,NONE,M,31,Master's Degree,0,0,2306000,,,,False,,False,
29602,MADURAVOYAL,7,TIRUVALLUR,Murali. S,NIP,NIP,,M,31,12th Grade (HSC / +2),0,0,137000,,,,False,,False,
29600,MADURAVOYAL,7,TIRUVALLUR,Agni Selvaraju. J,NMK,NMK,OTHERS,M,43,Master's Degree,0,0,4405000,,,,False,,False,
29599,MADURAVOYAL,7,TIRUVALLUR,Revathi L,NTK,NTK,NTK,F,32,10th Grade (SSLC),0,0,723000,,,,False,,False,
29603,MADURAVOYAL,7,TIRUVALLUR,Rhevanth Charan,Tamilaga Vettri Kazhagam,TVK,TVK,M,30,Not Specified,0,0,70200000,,,,False,,False,
29604,MADURAVOYAL,7,TIRUVALLUR,K.Venkatesan,VTVTK,VTVTK,,M,49,Not Specified,0,0,810000,,,,False,,False,
29619,AMBATTUR,8,TIRUVALLUR,Dr. J.Sailas,BSP,BSP,OTHERS,F,42,Bachelor's Degree,0,0,1733000,,,,False,,False,
29620,AMBATTUR,8,TIRUVALLUR,Dr A.P.Poornima,DMK,DMK,INDIA,F,33,Not Specified,0,0,17200000,,,,False,,False,
29637,AMBATTUR,8,TIRUVALLUR,D.K.Meshack Kirubakaran,IND,IND,NONE,M,38,Bachelor's Degree,0,0,107000,,,,False,,False,
29635,AMBATTUR,8,TIRUVALLUR,D.Pushpa,IND,IND,NONE,F,50,7th Grade,0,0,2026000,,,,False,,False,
29634,AMBATTUR,8,TIRUVALLUR,Dr. S.Praveen,IND,IND,NONE,M,37,Master's Degree,0,0,45100000,,,,False,,False,
29631,AMBATTUR,8,TIRUVALLUR,G.P.Sekar,IND,IND,NONE,M,61,4th Grade,0,0,146,,,,False,,False,
29629,AMBATTUR,8,TIRUVALLUR,G.Sampath,IND,IND,NONE,M,65,Bachelor's Degree,0,0,,,,,False,,False,
29640,AMBATTUR,8,TIRUVALLUR,Jothi.M,IND,IND,NONE,F,41,10th Grade (SSLC),0,0,735000,,,,False,,False,
29630,AMBATTUR,8,TIRUVALLUR,K.Sekar,IND,IND,NONE,M,55,8th Grade,0,0,424,,,,False,,False,
29627,AMBATTUR,8,TIRUVALLUR,M.S.Arumugam,IND,IND,NONE,M,61,6th Grade,0,0,662,,,,False,,False,
29628,AMBATTUR,8,TIRUVALLUR,P.Arumugam,IND,IND,NONE,M,50,Bachelor's Degree,0,0,256,,,,False,,False,
29632,AMBATTUR,8,TIRUVALLUR,Palani,IND,IND,NONE,M,46,Diploma / ITI,0,0,3013000,,,,False,,False,
29633,AMBATTUR,8,TIRUVALLUR,R.Balamurugan,IND,IND,NONE,M,49,10th Grade (SSLC),0,0,139000,,,,False,,False,
29639,AMBATTUR,8,TIRUVALLUR,S.Janarthanan,IND,IND,NONE,M,32,Bachelor's Degree,0,0,1192000,,,,False,,False,
29636,AMBATTUR,8,TIRUVALLUR,S.Madhavan,IND,IND,NONE,M,28,Bachelor's Degree,0,0,628000,,,,False,,False,
29638,AMBATTUR,8,TIRUVALLUR,Vinayagamoorthy.R,IND,IND,NONE,M,35,12th Grade (HSC / +2),0,0,4270000,,,,False,,False,
29624,AMBATTUR,8,TIRUVALLUR,V.Ramkumar,ISP,ISP,,M,52,Bachelor's Degree,0,0,944000,,,,False,,False,
29626,AMBATTUR,8,TIRUVALLUR,D.Jeyaganesh,NIP,NIP,,M,46,10th Grade (SSLC),0,0,8019000,,,,False,,False,
29621,AMBATTUR,8,TIRUVALLUR,A.Kalyanasundaram,NJP,NJP,,M,70,10th Grade (SSLC),0,0,630000,,,,False,,False,
29618,AMBATTUR,8,TIRUVALLUR,Silambarasan,NTK,NTK,NTK,M,35,Bachelor's Degree,0,0,87340,,,,False,,False,
29622,AMBATTUR,8,TIRUVALLUR,K.N.Sekar,PMK,PMK,NDA,M,55,8th Grade,0,0,144100000,,,,False,,False,
29625,AMBATTUR,8,TIRUVALLUR,Rajkumar,TAVK,TAVK,OTHERS,M,30,9th Grade,0,0,,,,,False,,False,
29623,AMBATTUR,8,TIRUVALLUR,Balamurugan.G,Tamilaga Vettri Kazhagam,TVK,TVK,M,44,Diploma / ITI,0,0,11700000,,,,False,,False,
29643,MADAVARAM,9,TIRUVALLUR,Madhavaram V.Moorthy,AIADMK,AIADMK,,M,67,Bachelor's Degree,0,0,1603000,,,,False,,False,
29644,MADAVARAM,9,TIRUVALLUR,N.Janakiraman,BSP,BSP,OTHERS,M,53,Bachelor's Degree,0,0,705000,,,,False,,False,
29642,MADAVARAM,9,TIRUVALLUR,S.Sudharsanam,DMK,DMK,INDIA,M,67,Bachelor's Degree,0,0,432000000,,,,False,,False,
29650,MADAVARAM,9,TIRUVALLUR,A.Nagarajan,IND,IND,NONE,M,39,Not Specified,0,0,3000,,,,False,,False,
29653,MADAVARAM,9,TIRUVALLUR,A.Ponnalagan,IND,IND,NONE,M,60,Not Specified,0,0,24000,,,,False,,False,
29654,MADAVARAM,9,TIRUVALLUR,C.Moorthy,IND,IND,NONE,M,42,Not Specified,0,0,11500,,,,False,,False,
29652,MADAVARAM,9,TIRUVALLUR,G.Prabu,IND,IND,NONE,M,40,Diploma / ITI,0,0,4000,,,,False,,False,
29651,MADAVARAM,9,TIRUVALLUR,R.S.Balaji,IND,IND,NONE,M,53,Diploma / ITI,0,0,545000,,,,False,,False,
29648,MADAVARAM,9,TIRUVALLUR,S.Sivakumar,IND,IND,NONE,M,54,Bachelor's Degree,0,0,719000,,,,False,,False,
29649,MADAVARAM,9,TIRUVALLUR,Sudarsanam,IND,IND,NONE,M,67,Not Specified,0,0,349000,,,,False,,False,
29655,MADAVARAM,9,TIRUVALLUR,V.Murthy,IND,IND,NONE,M,56,Not Specified,0,0,4000,,,,False,,False,
29646,MADAVARAM,9,TIRUVALLUR,I.Raffik,NMK,NMK,OTHERS,M,40,Bachelor's Degree,0,0,108000,,,,False,,False,
29641,MADAVARAM,9,TIRUVALLUR,E.Krithika,NTK,NTK,NTK,F,28,Bachelor's Degree,0,0,4088000,,,,False,,False,
29645,MADAVARAM,9,TIRUVALLUR,R.Karthikeyan,TAVK,TAVK,OTHERS,M,51,Bachelor's Degree,0,0,640000,,,,False,,False,
29647,MADAVARAM,9,TIRUVALLUR,M.L.Vijayprabhu,Tamilaga Vettri Kazhagam,TVK,TVK,M,37,Bachelor's Degree,0,0,5526000,,,,False,,False,
29656,THIRUVOTTIYUR,10,TIRUVALLUR,Kuppan. K,AIADMK,AIADMK,,M,72,Bachelor's Degree,0,0,13300000,,,,False,,False,
29659,THIRUVOTTIYUR,10,TIRUVALLUR,Mahendra Kumar. D,BSP,BSP,OTHERS,M,46,10th Grade (SSLC),0,0,128000,,,,False,,False,
29658,THIRUVOTTIYUR,10,TIRUVALLUR,Sundararaj. L,CPI(M),CPI(M),,M,59,10th Grade (SSLC),0,0,8161000,,,,False,,False,
29662,THIRUVOTTIYUR,10,TIRUVALLUR,Dilli Kumar. R,DMA,DMA,,M,41,10th Grade (SSLC),0,0,,,,,False,,False,
29664,THIRUVOTTIYUR,10,TIRUVALLUR,Aravind. R,IND,IND,NONE,M,32,Bachelor's Degree,0,0,2000,,,,False,,False,
29667,THIRUVOTTIYUR,10,TIRUVALLUR,Balaruban,IND,IND,NONE,M,32,Bachelor's Degree,0,0,,,,,False,,False,
29665,THIRUVOTTIYUR,10,TIRUVALLUR,Gopi. K,IND,IND,NONE,M,36,Bachelor's Degree,0,0,169000,,,,False,,False,
29670,THIRUVOTTIYUR,10,TIRUVALLUR,Janagaraj,IND,IND,NONE,M,46,8th Grade,0,0,4000000,,,,False,,False,
29668,THIRUVOTTIYUR,10,TIRUVALLUR,Michaelraj. M.A,IND,IND,NONE,M,57,Bachelor's Degree,0,0,124400000,,,,False,,False,
29666,THIRUVOTTIYUR,10,TIRUVALLUR,Thanikasalam. B,IND,IND,NONE,M,46,Diploma / ITI,0,0,10000,,,,False,,False,
29669,THIRUVOTTIYUR,10,TIRUVALLUR,Vijay. A,IND,IND,NONE,M,31,12th Grade (HSC / +2),0,0,18043,,,,False,,False,
29657,THIRUVOTTIYUR,10,TIRUVALLUR,Sathya. B,NTK,NTK,NTK,F,40,10th Grade (SSLC),0,0,16900000,,,,False,,False,
29663,THIRUVOTTIYUR,10,TIRUVALLUR,Venkataramanan. J,TAVK,TAVK,OTHERS,M,28,Bachelor's Degree,0,0,245000,,,,False,,False,
29661,THIRUVOTTIYUR,10,TIRUVALLUR,Senthil Kumar. N,Tamilaga Vettri Kazhagam,TVK,TVK,M,46,Bachelor's Degree,0,0,8321000,,,,False,,False,
29660,THIRUVOTTIYUR,10,TIRUVALLUR,Sasirekha. M,VTVTK,VTVTK,,F,55,10th Grade (SSLC),0,0,35000,,,,False,,False,
29671,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,R.S.Raajesh,AIADMK,AIADMK,,M,54,Diploma / ITI,0,0,76700000,,,,False,,False,
29673,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,J.John Ebenezer,DMK,DMK,INDIA,M,50,Master's Degree,0,0,11600000,,,,False,,False,
29683,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,A.Usha,IND,IND,NONE,F,38,10th Grade (SSLC),0,0,1055000,,,,False,,False,
29705,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,A.Vijay,IND,IND,NONE,M,42,Not Specified,0,0,,,,,False,,False,
29680,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,Amudha.N,IND,IND,NONE,F,43,10th Grade (SSLC),0,0,640000,,,,False,,False,
29707,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,C.Janarthanan,IND,IND,NONE,M,33,Bachelor's Degree,0,0,190,,,,False,,False,
29703,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,C.Rajamanickam,IND,IND,NONE,M,65,Master's Degree,0,0,6914000,,,,False,,False,
29681,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,D.Ajith Kumar,IND,IND,NONE,M,26,Not Specified,0,0,,,,,False,,False,
29708,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,D.Janarthanan,IND,IND,NONE,M,43,Diploma / ITI,0,0,466,,,,False,,False,
29694,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,D.Prabhu,IND,IND,NONE,M,37,Bachelor's Degree,0,0,622000,,,,False,,False,
29695,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,G.Bothi Rajan,IND,IND,NONE,M,45,Not Specified,0,0,,,,,False,,False,
29697,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,G.Madhan Kumar,IND,IND,NONE,M,36,Not Specified,0,0,,,,,False,,False,
29706,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,G.Vijay,IND,IND,NONE,M,29,Diploma / ITI,0,0,305,,,,False,,False,
29702,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,J.Murali Krishnan,IND,IND,NONE,M,26,Bachelor's Degree,0,0,585000,,,,False,,False,
29687,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,J.Saravanakumar,IND,IND,NONE,M,36,Not Specified,0,0,,,,,False,,False,
29704,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,J.Vijayan,IND,IND,NONE,M,42,Diploma / ITI,0,0,6410000,,,,False,,False,
29701,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,K.Murali,IND,IND,NONE,M,43,Bachelor's Degree,0,0,390000,,,,False,,False,
29690,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,K.Sujith,IND,IND,NONE,M,31,Bachelor's Degree,0,0,5374000,,,,False,,False,
29688,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,L.Saravanan,IND,IND,NONE,M,50,Bachelor's Degree,0,0,565000,,,,False,,False,
29686,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,M.Sathish,IND,IND,NONE,M,42,10th Grade (SSLC),0,0,343000,,,,False,,False,
29696,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,Manikandan.H,IND,IND,NONE,M,28,Diploma / ITI,0,0,55500,,,,False,,False,
29699,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,P.Marimuthu,IND,IND,NONE,M,70,Not Specified,0,0,,,,,False,,False,
29693,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,R.Devakumar,IND,IND,NONE,M,36,Bachelor's Degree,0,0,765000,,,,False,,False,
29684,DR. RADHAKRISHNAN NAGAR,11,CHENNAI,R.Ethiraj,IND,IND,NONE,M,51,12th Grade (HSC / +2),0,0,1051000,,,,False,,False,
